"AUID_ATTNS","ActivityStartDate","TADA.CharacteristicName","n"
"AK_R_1020709_011",2020-05-29,"MAGNESIUM",2
"AK_R_1020709_011",2020-05-29,"MANGANESE",2
"AK_R_1020709_011",2020-05-29,"MERCURY",2
"AK_R_1020709_011",2020-05-29,"MOLYBDENUM",2
"AK_R_1020709_011",2020-05-29,"NICKEL",2
"AK_R_1020709_011",2020-05-29,"NITRATE",2
"AK_R_1020709_011",2020-05-29,"NITRITE",2
"AK_R_1020709_011",2020-05-29,"ORGANIC CARBON",2
"AK_R_1020709_011",2020-05-29,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2020-05-29,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2020-05-29,"PH",7
"AK_R_1020709_011",2020-05-29,"POTASSIUM",2
"AK_R_1020709_011",2020-05-29,"SEDIMENT",4
"AK_R_1020709_011",2020-05-29,"SELENIUM",2
"AK_R_1020709_011",2020-05-29,"SILVER",2
"AK_R_1020709_011",2020-05-29,"SODIUM",2
"AK_R_1020709_011",2020-05-29,"SPECIFIC CONDUCTANCE",7
"AK_R_1020709_011",2020-05-29,"STREAM FLOW, INSTANTANEOUS",4
"AK_R_1020709_011",2020-05-29,"STRONTIUM",2
"AK_R_1020709_011",2020-05-29,"TEMPERATURE, WATER",6
"AK_R_1020709_011",2020-05-29,"THALLIUM",2
"AK_R_1020709_011",2020-05-29,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2020-05-29,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2020-05-29,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2020-05-29,"TURBIDITY",7
"AK_R_1020709_011",2020-05-29,"ZINC",2
"AK_R_1020709_011",2020-07-06,"ACIDITY, (H+)",12
"AK_R_1020709_011",2020-07-06,"ALKALINITY",2
"AK_R_1020709_011",2020-07-06,"ALUMINUM",4
"AK_R_1020709_011",2020-07-06,"AMMONIA AND AMMONIUM",4
"AK_R_1020709_011",2020-07-06,"ANTIMONY",2
"AK_R_1020709_011",2020-07-06,"ARSENIC",4
"AK_R_1020709_011",2020-07-06,"BARIUM",4
"AK_R_1020709_011",2020-07-06,"BAROMETRIC PRESSURE",8
"AK_R_1020709_011",2020-07-06,"BERYLLIUM",4
"AK_R_1020709_011",2020-07-06,"BORON",2
"AK_R_1020709_011",2020-07-06,"CADMIUM",4
"AK_R_1020709_011",2020-07-06,"CALCIUM",4
"AK_R_1020709_011",2020-07-06,"CARBON",2
"AK_R_1020709_011",2020-07-06,"CARBON DIOXIDE",2
"AK_R_1020709_011",2020-07-06,"CHLORIDE",2
"AK_R_1020709_011",2020-07-06,"CHROMIUM",4
"AK_R_1020709_011",2020-07-06,"COBALT",4
"AK_R_1020709_011",2020-07-06,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",20
"AK_R_1020709_011",2020-07-06,"COPPER",4
"AK_R_1020709_011",2020-07-06,"DISSOLVED OXYGEN (DO)",12
"AK_R_1020709_011",2020-07-06,"FLUORIDE",2
"AK_R_1020709_011",2020-07-06,"HARDNESS, CA, MG",2
"AK_R_1020709_011",2020-07-06,"HARDNESS, NON-CARBONATE",2
"AK_R_1020709_011",2020-07-06,"HEIGHT, GAGE",2
"AK_R_1020709_011",2020-07-06,"INORGANIC CARBON",4
"AK_R_1020709_011",2020-07-06,"IRON",4
"AK_R_1020709_011",2020-07-06,"LEAD",4
"AK_R_1020709_011",2020-07-06,"LITHIUM",4
"AK_R_1020709_011",2020-07-06,"MAGNESIUM",4
"AK_R_1020709_011",2020-07-06,"MANGANESE",4
"AK_R_1020709_011",2020-07-06,"MERCURY",4
"AK_R_1020709_011",2020-07-06,"MOLYBDENUM",4
"AK_R_1020709_011",2020-07-06,"NICKEL",4
"AK_R_1020709_011",2020-07-06,"NITRATE",4
"AK_R_1020709_011",2020-07-06,"NITRATE + NITRITE",2
"AK_R_1020709_011",2020-07-06,"NITRITE",4
"AK_R_1020709_011",2020-07-06,"NUMBER OF SAMPLING POINTS",2
"AK_R_1020709_011",2020-07-06,"ORGANIC CARBON",4
"AK_R_1020709_011",2020-07-06,"ORGANIC NITROGEN",4
"AK_R_1020709_011",2020-07-06,"ORTHOPHOSPHATE",4
"AK_R_1020709_011",2020-07-06,"PH",14
"AK_R_1020709_011",2020-07-06,"POTASSIUM",4
"AK_R_1020709_011",2020-07-06,"SEDIMENT",8
"AK_R_1020709_011",2020-07-06,"SELENIUM",4
"AK_R_1020709_011",2020-07-06,"SILICA",2
"AK_R_1020709_011",2020-07-06,"SILVER",4
"AK_R_1020709_011",2020-07-06,"SODIUM",4
"AK_R_1020709_011",2020-07-06,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1020709_011",2020-07-06,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1020709_011",2020-07-06,"SPECIFIC CONDUCTANCE",14
"AK_R_1020709_011",2020-07-06,"STREAM FLOW, INSTANTANEOUS",6
"AK_R_1020709_011",2020-07-06,"STRONTIUM",4
"AK_R_1020709_011",2020-07-06,"SULFATE",2
"AK_R_1020709_011",2020-07-06,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
"AK_R_1020709_011",2020-07-06,"SUSPENDED SEDIMENT DISCHARGE",2
"AK_R_1020709_011",2020-07-06,"TEMPERATURE, WATER",12
"AK_R_1020709_011",2020-07-06,"THALLIUM",4
"AK_R_1020709_011",2020-07-06,"TOTAL DISSOLVED SOLIDS",8
"AK_R_1020709_011",2020-07-06,"TOTAL NITROGEN, MIXED FORMS",8
"AK_R_1020709_011",2020-07-06,"TOTAL PHOSPHORUS, MIXED FORMS",4
"AK_R_1020709_011",2020-07-06,"TURBIDITY",12
"AK_R_1020709_011",2020-07-06,"URANIUM",2
"AK_R_1020709_011",2020-07-06,"VANADIUM",2
"AK_R_1020709_011",2020-07-06,"VOLATILE SUSPENDED SOLIDS",2
"AK_R_1020709_011",2020-07-06,"ZINC",4
"AK_R_1020709_011",2020-08-11,"ACIDITY, (H+)",6
"AK_R_1020709_011",2020-08-11,"ALUMINUM",2
"AK_R_1020709_011",2020-08-11,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2020-08-11,"ARSENIC",2
"AK_R_1020709_011",2020-08-11,"BARIUM",2
"AK_R_1020709_011",2020-08-11,"BAROMETRIC PRESSURE",2
"AK_R_1020709_011",2020-08-11,"BERYLLIUM",2
"AK_R_1020709_011",2020-08-11,"CADMIUM",2
"AK_R_1020709_011",2020-08-11,"CALCIUM",2
"AK_R_1020709_011",2020-08-11,"CHROMIUM",2
"AK_R_1020709_011",2020-08-11,"COBALT",2
"AK_R_1020709_011",2020-08-11,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1020709_011",2020-08-11,"COPPER",2
"AK_R_1020709_011",2020-08-11,"DISSOLVED OXYGEN (DO)",6
"AK_R_1020709_011",2020-08-11,"HEIGHT, GAGE",2
"AK_R_1020709_011",2020-08-11,"INORGANIC CARBON",2
"AK_R_1020709_011",2020-08-11,"IRON",2
"AK_R_1020709_011",2020-08-11,"LEAD",2
"AK_R_1020709_011",2020-08-11,"LITHIUM",2
"AK_R_1020709_011",2020-08-11,"MAGNESIUM",2
"AK_R_1020709_011",2020-08-11,"MANGANESE",2
"AK_R_1020709_011",2020-08-11,"MERCURY",2
"AK_R_1020709_011",2020-08-11,"MOLYBDENUM",2
"AK_R_1020709_011",2020-08-11,"NICKEL",2
"AK_R_1020709_011",2020-08-11,"NITRATE",2
"AK_R_1020709_011",2020-08-11,"NITRITE",2
"AK_R_1020709_011",2020-08-11,"ORGANIC CARBON",2
"AK_R_1020709_011",2020-08-11,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2020-08-11,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2020-08-11,"PH",7
"AK_R_1020709_011",2020-08-11,"POTASSIUM",2
"AK_R_1020709_011",2020-08-11,"SEDIMENT",4
"AK_R_1020709_011",2020-08-11,"SELENIUM",2
"AK_R_1020709_011",2020-08-11,"SILVER",2
"AK_R_1020709_011",2020-08-11,"SODIUM",2
"AK_R_1020709_011",2020-08-11,"SPECIFIC CONDUCTANCE",7
"AK_R_1020709_011",2020-08-11,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2020-08-11,"STRONTIUM",2
"AK_R_1020709_011",2020-08-11,"TEMPERATURE, WATER",6
"AK_R_1020709_011",2020-08-11,"THALLIUM",2
"AK_R_1020709_011",2020-08-11,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2020-08-11,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2020-08-11,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2020-08-11,"TURBIDITY",6
"AK_R_1020709_011",2020-08-11,"ZINC",2
"AK_R_1020709_011",2020-09-15,"ACIDITY, (H+)",13
"AK_R_1020709_011",2020-09-15,"ALKALINITY",2
"AK_R_1020709_011",2020-09-15,"ALUMINUM",4
"AK_R_1020709_011",2020-09-15,"AMMONIA AND AMMONIUM",4
"AK_R_1020709_011",2020-09-15,"ANTIMONY",2
"AK_R_1020709_011",2020-09-15,"ARSENIC",4
"AK_R_1020709_011",2020-09-15,"BARIUM",4
"AK_R_1020709_011",2020-09-15,"BERYLLIUM",4
"AK_R_1020709_011",2020-09-15,"BORON",2
"AK_R_1020709_011",2020-09-15,"CADMIUM",4
"AK_R_1020709_011",2020-09-15,"CALCIUM",4
"AK_R_1020709_011",2020-09-15,"CARBON",2
"AK_R_1020709_011",2020-09-15,"CARBON DIOXIDE",2
"AK_R_1020709_011",2020-09-15,"CHLORIDE",2
"AK_R_1020709_011",2020-09-15,"CHROMIUM",4
"AK_R_1020709_011",2020-09-15,"COBALT",4
"AK_R_1020709_011",2020-09-15,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",21
"AK_R_1020709_011",2020-09-15,"COPPER",4
"AK_R_1020709_011",2020-09-15,"DISSOLVED OXYGEN (DO)",13
"AK_R_1020709_011",2020-09-15,"FLUORIDE",2
"AK_R_1020709_011",2020-09-15,"HARDNESS, CA, MG",2
"AK_R_1020709_011",2020-09-15,"HARDNESS, NON-CARBONATE",2
"AK_R_1020709_011",2020-09-15,"HEIGHT, GAGE",2
"AK_R_1020709_011",2020-09-15,"INORGANIC CARBON",4
"AK_R_1020709_011",2020-09-15,"IRON",4
"AK_R_1020709_011",2020-09-15,"KJELDAHL NITROGEN",2
"AK_R_1020709_011",2020-09-15,"LEAD",4
"AK_R_1020709_011",2020-09-15,"LITHIUM",4
"AK_R_1020709_011",2020-09-15,"MAGNESIUM",4
"AK_R_1020709_011",2020-09-15,"MANGANESE",4
"AK_R_1020709_011",2020-09-15,"MERCURY",4
"AK_R_1020709_011",2020-09-15,"MOLYBDENUM",4
"AK_R_1020709_011",2020-09-15,"NICKEL",4
"AK_R_1020709_011",2020-09-15,"NITRATE",4
"AK_R_1020709_011",2020-09-15,"NITRATE + NITRITE",2
"AK_R_1020709_011",2020-09-15,"NITRITE",4
"AK_R_1020709_011",2020-09-15,"NUMBER OF SAMPLING POINTS",2
"AK_R_1020709_011",2020-09-15,"ORGANIC CARBON",4
"AK_R_1020709_011",2020-09-15,"ORGANIC NITROGEN",4
"AK_R_1020709_011",2020-09-15,"ORTHOPHOSPHATE",4
"AK_R_1020709_011",2020-09-15,"PH",15
"AK_R_1020709_011",2020-09-15,"POTASSIUM",4
"AK_R_1020709_011",2020-09-15,"SEDIMENT",8
"AK_R_1020709_011",2020-09-15,"SELENIUM",4
"AK_R_1020709_011",2020-09-15,"SILICA",2
"AK_R_1020709_011",2020-09-15,"SILVER",4
"AK_R_1020709_011",2020-09-15,"SODIUM",4
"AK_R_1020709_011",2020-09-15,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1020709_011",2020-09-15,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1020709_011",2020-09-15,"SPECIFIC CONDUCTANCE",15
"AK_R_1020709_011",2020-09-15,"STREAM FLOW, INSTANTANEOUS",4
"AK_R_1020709_011",2020-09-15,"STRONTIUM",4
"AK_R_1020709_011",2020-09-15,"SULFATE",2
"AK_R_1020709_011",2020-09-15,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
"AK_R_1020709_011",2020-09-15,"SUSPENDED SEDIMENT DISCHARGE",2
"AK_R_1020709_011",2020-09-15,"TEMPERATURE, WATER",12
"AK_R_1020709_011",2020-09-15,"THALLIUM",4
"AK_R_1020709_011",2020-09-15,"TOTAL DISSOLVED SOLIDS",8
"AK_R_1020709_011",2020-09-15,"TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)",2
"AK_R_1020709_011",2020-09-15,"TOTAL NITROGEN, MIXED FORMS",10
"AK_R_1020709_011",2020-09-15,"TOTAL PHOSPHORUS, MIXED FORMS",4
"AK_R_1020709_011",2020-09-15,"TURBIDITY",13
"AK_R_1020709_011",2020-09-15,"URANIUM",2
"AK_R_1020709_011",2020-09-15,"VANADIUM",2
"AK_R_1020709_011",2020-09-15,"VOLATILE SUSPENDED SOLIDS",2
"AK_R_1020709_011",2020-09-15,"ZINC",4
"AK_R_1020709_011",2020-10-06,"SEDIMENT",4
"AK_R_1020709_011",2020-10-16,"ACIDITY, (H+)",6
"AK_R_1020709_011",2020-10-16,"ALUMINUM",2
"AK_R_1020709_011",2020-10-16,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2020-10-16,"ARSENIC",2
"AK_R_1020709_011",2020-10-16,"BARIUM",2
"AK_R_1020709_011",2020-10-16,"BAROMETRIC PRESSURE",2
"AK_R_1020709_011",2020-10-16,"BERYLLIUM",2
"AK_R_1020709_011",2020-10-16,"CADMIUM",2
"AK_R_1020709_011",2020-10-16,"CALCIUM",2
"AK_R_1020709_011",2020-10-16,"CHROMIUM",2
"AK_R_1020709_011",2020-10-16,"COBALT",2
"AK_R_1020709_011",2020-10-16,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1020709_011",2020-10-16,"COPPER",2
"AK_R_1020709_011",2020-10-16,"DISSOLVED OXYGEN (DO)",6
"AK_R_1020709_011",2020-10-16,"HEIGHT, GAGE",2
"AK_R_1020709_011",2020-10-16,"INORGANIC CARBON",2
"AK_R_1020709_011",2020-10-16,"IRON",2
"AK_R_1020709_011",2020-10-16,"LEAD",2
"AK_R_1020709_011",2020-10-16,"LITHIUM",2
"AK_R_1020709_011",2020-10-16,"MAGNESIUM",2
"AK_R_1020709_011",2020-10-16,"MANGANESE",2
"AK_R_1020709_011",2020-10-16,"MERCURY",2
"AK_R_1020709_011",2020-10-16,"MOLYBDENUM",2
"AK_R_1020709_011",2020-10-16,"NICKEL",2
"AK_R_1020709_011",2020-10-16,"NITRATE",2
"AK_R_1020709_011",2020-10-16,"NITRITE",2
"AK_R_1020709_011",2020-10-16,"ORGANIC CARBON",2
"AK_R_1020709_011",2020-10-16,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2020-10-16,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2020-10-16,"PH",7
"AK_R_1020709_011",2020-10-16,"POTASSIUM",2
"AK_R_1020709_011",2020-10-16,"SELENIUM",2
"AK_R_1020709_011",2020-10-16,"SILVER",2
"AK_R_1020709_011",2020-10-16,"SODIUM",2
"AK_R_1020709_011",2020-10-16,"SPECIFIC CONDUCTANCE",7
"AK_R_1020709_011",2020-10-16,"STREAM FLOW, INSTANTANEOUS",4
"AK_R_1020709_011",2020-10-16,"STRONTIUM",2
"AK_R_1020709_011",2020-10-16,"TEMPERATURE, WATER",6
"AK_R_1020709_011",2020-10-16,"THALLIUM",2
"AK_R_1020709_011",2020-10-16,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2020-10-16,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2020-10-16,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2020-10-16,"TURBIDITY",6
"AK_R_1020709_011",2020-10-16,"ZINC",2
"AK_R_1020709_011",2021-01-22,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-01-22,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",2
"AK_R_1020709_011",2021-01-22,"NITRATE",2
"AK_R_1020709_011",2021-01-22,"NITRITE",2
"AK_R_1020709_011",2021-01-22,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-01-22,"PH",2
"AK_R_1020709_011",2021-01-22,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-01-22,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2021-01-22,"TOTAL NITROGEN, MIXED FORMS",2
"AK_R_1020709_011",2021-03-04,"ALUMINUM",2
"AK_R_1020709_011",2021-03-04,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-03-04,"ARSENIC",2
"AK_R_1020709_011",2021-03-04,"BARIUM",2
"AK_R_1020709_011",2021-03-04,"BERYLLIUM",2
"AK_R_1020709_011",2021-03-04,"CADMIUM",2
"AK_R_1020709_011",2021-03-04,"CALCIUM",2
"AK_R_1020709_011",2021-03-04,"CHROMIUM",2
"AK_R_1020709_011",2021-03-04,"COBALT",2
"AK_R_1020709_011",2021-03-04,"COPPER",2
"AK_R_1020709_011",2021-03-04,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-03-04,"IRON",2
"AK_R_1020709_011",2021-03-04,"LEAD",2
"AK_R_1020709_011",2021-03-04,"LITHIUM",2
"AK_R_1020709_011",2021-03-04,"MAGNESIUM",2
"AK_R_1020709_011",2021-03-04,"MANGANESE",2
"AK_R_1020709_011",2021-03-04,"MERCURY",2
"AK_R_1020709_011",2021-03-04,"MOLYBDENUM",2
"AK_R_1020709_011",2021-03-04,"NICKEL",2
"AK_R_1020709_011",2021-03-04,"NITRATE",2
"AK_R_1020709_011",2021-03-04,"NITRITE",2
"AK_R_1020709_011",2021-03-04,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-03-04,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-03-04,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-03-04,"PH",2
"AK_R_1020709_011",2021-03-04,"POTASSIUM",2
"AK_R_1020709_011",2021-03-04,"SEDIMENT",4
"AK_R_1020709_011",2021-03-04,"SELENIUM",2
"AK_R_1020709_011",2021-03-04,"SILVER",2
"AK_R_1020709_011",2021-03-04,"SODIUM",2
"AK_R_1020709_011",2021-03-04,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-03-04,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-03-04,"STRONTIUM",2
"AK_R_1020709_011",2021-03-04,"THALLIUM",2
"AK_R_1020709_011",2021-03-04,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-03-04,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-03-04,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-03-04,"TURBIDITY",2
"AK_R_1020709_011",2021-03-04,"ZINC",2
"AK_R_1020709_011",2021-04-22,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-04-22,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",2
"AK_R_1020709_011",2021-04-22,"HEIGHT, GAGE",2
"AK_R_1020709_011",2021-04-22,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-04-22,"NITRATE",2
"AK_R_1020709_011",2021-04-22,"NITRITE",2
"AK_R_1020709_011",2021-04-22,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-04-22,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-04-22,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-04-22,"PH",2
"AK_R_1020709_011",2021-04-22,"SEDIMENT",4
"AK_R_1020709_011",2021-04-22,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-04-22,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-04-22,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2021-04-22,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-04-22,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-04-22,"TURBIDITY",2
"AK_R_1020709_011",2021-05-26,"ACIDITY, (H+)",5
"AK_R_1020709_011",2021-05-26,"ALUMINUM",2
"AK_R_1020709_011",2021-05-26,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-05-26,"ARSENIC",2
"AK_R_1020709_011",2021-05-26,"BARIUM",2
"AK_R_1020709_011",2021-05-26,"BAROMETRIC PRESSURE",5
"AK_R_1020709_011",2021-05-26,"BERYLLIUM",2
"AK_R_1020709_011",2021-05-26,"CADMIUM",2
"AK_R_1020709_011",2021-05-26,"CALCIUM",2
"AK_R_1020709_011",2021-05-26,"CHROMIUM",2
"AK_R_1020709_011",2021-05-26,"COBALT",2
"AK_R_1020709_011",2021-05-26,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1020709_011",2021-05-26,"COPPER",2
"AK_R_1020709_011",2021-05-26,"DISSOLVED OXYGEN (DO)",5
"AK_R_1020709_011",2021-05-26,"HEIGHT, GAGE",10
"AK_R_1020709_011",2021-05-26,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-05-26,"IRON",2
"AK_R_1020709_011",2021-05-26,"LEAD",2
"AK_R_1020709_011",2021-05-26,"LITHIUM",2
"AK_R_1020709_011",2021-05-26,"MAGNESIUM",2
"AK_R_1020709_011",2021-05-26,"MANGANESE",2
"AK_R_1020709_011",2021-05-26,"MERCURY",2
"AK_R_1020709_011",2021-05-26,"MOLYBDENUM",2
"AK_R_1020709_011",2021-05-26,"NICKEL",2
"AK_R_1020709_011",2021-05-26,"NITRATE",2
"AK_R_1020709_011",2021-05-26,"NITRITE",2
"AK_R_1020709_011",2021-05-26,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-05-26,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-05-26,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-05-26,"PH",6
"AK_R_1020709_011",2021-05-26,"POTASSIUM",2
"AK_R_1020709_011",2021-05-26,"SEDIMENT",4
"AK_R_1020709_011",2021-05-26,"SELENIUM",2
"AK_R_1020709_011",2021-05-26,"SILVER",2
"AK_R_1020709_011",2021-05-26,"SODIUM",2
"AK_R_1020709_011",2021-05-26,"SPECIFIC CONDUCTANCE",6
"AK_R_1020709_011",2021-05-26,"STREAM FLOW, MEAN. DAILY",5
"AK_R_1020709_011",2021-05-26,"STRONTIUM",2
"AK_R_1020709_011",2021-05-26,"TEMPERATURE, WATER",5
"AK_R_1020709_011",2021-05-26,"THALLIUM",2
"AK_R_1020709_011",2021-05-26,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2021-05-26,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-05-26,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-05-26,"TURBIDITY",6
"AK_R_1020709_011",2021-05-26,"ZINC",2
"AK_R_1020709_011",2021-06-18,"ALUMINUM",2
"AK_R_1020709_011",2021-06-18,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-06-18,"ARSENIC",2
"AK_R_1020709_011",2021-06-18,"BARIUM",2
"AK_R_1020709_011",2021-06-18,"BERYLLIUM",2
"AK_R_1020709_011",2021-06-18,"CADMIUM",2
"AK_R_1020709_011",2021-06-18,"CALCIUM",2
"AK_R_1020709_011",2021-06-18,"CHROMIUM",2
"AK_R_1020709_011",2021-06-18,"COBALT",2
"AK_R_1020709_011",2021-06-18,"COPPER",2
"AK_R_1020709_011",2021-06-18,"HEIGHT, GAGE",2
"AK_R_1020709_011",2021-06-18,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-06-18,"IRON",2
"AK_R_1020709_011",2021-06-18,"LEAD",2
"AK_R_1020709_011",2021-06-18,"LITHIUM",2
"AK_R_1020709_011",2021-06-18,"MAGNESIUM",2
"AK_R_1020709_011",2021-06-18,"MANGANESE",2
"AK_R_1020709_011",2021-06-18,"MERCURY",2
"AK_R_1020709_011",2021-06-18,"MOLYBDENUM",2
"AK_R_1020709_011",2021-06-18,"NICKEL",2
"AK_R_1020709_011",2021-06-18,"NITRATE",2
"AK_R_1020709_011",2021-06-18,"NITRITE",2
"AK_R_1020709_011",2021-06-18,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-06-18,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-06-18,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-06-18,"PH",2
"AK_R_1020709_011",2021-06-18,"POTASSIUM",2
"AK_R_1020709_011",2021-06-18,"SEDIMENT",4
"AK_R_1020709_011",2021-06-18,"SELENIUM",2
"AK_R_1020709_011",2021-06-18,"SILVER",2
"AK_R_1020709_011",2021-06-18,"SODIUM",2
"AK_R_1020709_011",2021-06-18,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-06-18,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-06-18,"STRONTIUM",2
"AK_R_1020709_011",2021-06-18,"THALLIUM",2
"AK_R_1020709_011",2021-06-18,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-06-18,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-06-18,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-06-18,"TURBIDITY",2
"AK_R_1020709_011",2021-06-18,"ZINC",2
"AK_R_1020709_011",2021-07-07,"ACIDITY, (H+)",5
"AK_R_1020709_011",2021-07-07,"ALUMINUM",2
"AK_R_1020709_011",2021-07-07,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-07-07,"ARSENIC",2
"AK_R_1020709_011",2021-07-07,"BARIUM",2
"AK_R_1020709_011",2021-07-07,"BAROMETRIC PRESSURE",5
"AK_R_1020709_011",2021-07-07,"BERYLLIUM",2
"AK_R_1020709_011",2021-07-07,"CADMIUM",2
"AK_R_1020709_011",2021-07-07,"CALCIUM",2
"AK_R_1020709_011",2021-07-07,"CHROMIUM",2
"AK_R_1020709_011",2021-07-07,"COBALT",2
"AK_R_1020709_011",2021-07-07,"COPPER",2
"AK_R_1020709_011",2021-07-07,"DEPTH",5
"AK_R_1020709_011",2021-07-07,"DISSOLVED OXYGEN (DO)",5
"AK_R_1020709_011",2021-07-07,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-07-07,"IRON",2
"AK_R_1020709_011",2021-07-07,"LEAD",2
"AK_R_1020709_011",2021-07-07,"LITHIUM",2
"AK_R_1020709_011",2021-07-07,"MAGNESIUM",2
"AK_R_1020709_011",2021-07-07,"MANGANESE",2
"AK_R_1020709_011",2021-07-07,"MERCURY",2
"AK_R_1020709_011",2021-07-07,"MOLYBDENUM",2
"AK_R_1020709_011",2021-07-07,"NICKEL",2
"AK_R_1020709_011",2021-07-07,"NITRATE",2
"AK_R_1020709_011",2021-07-07,"NITRITE",2
"AK_R_1020709_011",2021-07-07,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-07-07,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-07-07,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-07-07,"PH",6
"AK_R_1020709_011",2021-07-07,"POTASSIUM",2
"AK_R_1020709_011",2021-07-07,"SEDIMENT",4
"AK_R_1020709_011",2021-07-07,"SELENIUM",2
"AK_R_1020709_011",2021-07-07,"SILVER",2
