Data_Note,OrganizationIdentifier,ActivityStartDate,ActivityStartTime.Time,MonitoringLocationIdentifier,TADA.MonitoringLocationName,TADA.MonitoringLocationTypeName,TADA.CharacteristicName,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,StatisticalBaseCode,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ComparableDataIdentifier,TADA.ResultSampleFractionText,TADA.LatitudeMeasure,TADA.LongitudeMeasure,ML_ID,ML_Name,Latitude,Longitude,HUC10_ID,Name_AU,AUID_ATTNS,AU_Type,NavStatus
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:05:00,KENAI_WQX-10000015,KBL_T_10.0,RIVER/STREAM,NITRATE + NITRITE,0.109,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.548029,-151.14324,10000015,KBL_t_10.0,60.54802899999994,-151.14324,1902030218,Beaver Creek,AK_R_2030218_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,12:05:00,KENAI_WQX-10000020,KBL_T_19.0,RIVER/STREAM,NITRATE + NITRITE,0.093,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.482318,-151.127053,10000020,KBL_t_19.0,60.482317999999985,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,09:06:00,KENAI_WQX-10000024,KBL_T_30.0,RIVER/STREAM,NITRATE + NITRITE,0.0746,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.489963,-150.860982,10000024,KBL_t_30.0,60.489963000000024,-150.860982,1902030217,Funny River,AK_R_2030217_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,07:21:00,KENAI_WQX-10000030,KBL_M_50.0,RIVER/STREAM,NITRATE + NITRITE,0.199,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.467517,-150.507789,10000030,KBL_m_50.0,60.46751700000002,-150.507789,1902030214,Kenai River,AK_R_2030214_007,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:30:00,KENAI_WQX-10000002,KBL_M_01.5,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.54368,-151.22294,10000002,KBL_m_01.5,60.543679999999995,-151.22294,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:10:00,KENAI_WQX-10000005,KBL_M_06.5,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.54081,-151.18278,10000005,KBL_m_06.5,60.54080999999999,-151.18278,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000008,KBL_T_00.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.550888,-151.268417,10000008,KBL_t_00.0,60.550887999999965,-151.268417,1902030218,Unnamed tibutary to Kenai River,AK_R_2030218_009,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:50:00,KENAI_WQX-10000015,KBL_T_10.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.548029,-151.14324,10000015,KBL_t_10.0,60.54802899999994,-151.14324,1902030218,Beaver Creek,AK_R_2030218_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:10:00,KENAI_WQX-10000016,KBL_M_10.1,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.539279,-151.142263,10000016,KBL_m_10.1,60.539278999999965,-151.142263,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:28:00,KENAI_WQX-10000017,KBL_M_12.5,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.533743,-151.099258,10000017,KBL_m_12.5,60.533742999999966,-151.099258,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:50:00,KENAI_WQX-10000018,KBL_M_18.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.502005,-151.106973,10000018,KBL_m_18.0,60.502004999999976,-151.106973,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:28:00,KENAI_WQX-10000020,KBL_T_19.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.482318,-151.127053,10000020,KBL_t_19.0,60.482317999999985,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:10:00,KENAI_WQX-10000021,KBL_M_21.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.476634,-151.082099,10000021,KBL_m_21.0,60.476634,-151.082099,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,11:34:00,KENAI_WQX-10000022,KBL_T_22.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.483364,-151.057656,10000022,KBL_t_22.0,60.48336400000005,-151.057656,1902030218,Soldotna Creek,AK_R_2030218_007,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,11:25:00,KENAI_WQX-10000022,KBL_T_22.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.483364,-151.057656,10000022,KBL_t_22.0,60.48336400000005,-151.057656,1902030218,Soldotna Creek,AK_R_2030218_007,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:43:00,KENAI_WQX-10000023,KBL_M_23.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.480338,-151.030847,10000023,KBL_m_23.0,60.48033799999999,-151.030847,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000024,KBL_T_30.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.489963,-150.860982,10000024,KBL_t_30.0,60.489963000000024,-150.860982,1902030217,Funny River,AK_R_2030217_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:50:00,KENAI_WQX-10000025,KBL_M_31.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.498284,-150.863121,10000025,KBL_m_31.0,60.498284,-150.863121,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:50:00,KENAI_WQX-10000026,KBL_T_36.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.53687,-150.754724,10000026,KBL_t_36.0,60.53686999999999,-150.754724,1902030216,Moose River,AK_R_2030216_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,11:30:00,KENAI_WQX-10000026,KBL_T_36.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.53687,-150.754724,10000026,KBL_t_36.0,60.53686999999999,-150.754724,1902030216,Moose River,AK_R_2030216_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:50:00,KENAI_WQX-10000027,KBL_M_40.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.515441,-150.702069,10000027,KBL_m_40.0,60.51544100000002,-150.702069,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000028,KBL_M_43.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.489844,-150.636905,10000028,KBL_m_43.0,60.48984399999997,-150.636905,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:14:00,KENAI_WQX-10000029,KBL_T_44.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.481518,-150.632498,10000029,KBL_t_44.0,60.481518000000015,-150.632498,1902030215,Killey River,AK_R_2030215_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,08:40:00,KENAI_WQX-10000030,KBL_M_50.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.467517,-150.507789,10000030,KBL_m_50.0,60.46751700000002,-150.507789,1902030214,Kenai River,AK_R_2030214_007,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:10:00,KENAI_WQX-10000424,KBL_T_79.5,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.489,-149.877,10000424,KBL_t_79.5,60.48900000000002,-149.877,1902030212,Kenai River,AK_R_2030212_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,08:15:00,KENAI_WQX-10000425,KBL_M_82.0,RIVER/STREAM,NITRATE + NITRITE,0.1,MG/L,,0.15,NITRATE + NITRITE_TOTAL_AS NO2+NO3_MG/L,TOTAL,60.492,-149.81087,10000425,KBL_m_82.0,60.49200000000003,-149.81087,1902030212,Kenai Lake,AK_L_2030212_001,Lake,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:30:00,KENAI_WQX-10000002,KBL_M_01.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",74.89999999999999,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.54368,-151.22294,10000002,KBL_m_01.5,60.543679999999995,-151.22294,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,09:15:00,KENAI_WQX-10000005,KBL_M_06.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",189,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.54081,-151.18278,10000005,KBL_m_06.5,60.54080999999999,-151.18278,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:10:00,KENAI_WQX-10000008,KBL_T_00.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",41.6,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.550888,-151.268417,10000008,KBL_t_00.0,60.550887999999965,-151.268417,1902030218,Unnamed tibutary to Kenai River,AK_R_2030218_009,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:05:00,KENAI_WQX-10000015,KBL_T_10.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",84.3,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.548029,-151.14324,10000015,KBL_t_10.0,60.54802899999994,-151.14324,1902030218,Beaver Creek,AK_R_2030218_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:50:00,KENAI_WQX-10000015,KBL_T_10.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",58.6,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.548029,-151.14324,10000015,KBL_t_10.0,60.54802899999994,-151.14324,1902030218,Beaver Creek,AK_R_2030218_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:28:00,KENAI_WQX-10000020,KBL_T_19.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",41.7,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.482318,-151.127053,10000020,KBL_t_19.0,60.482317999999985,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,12:05:00,KENAI_WQX-10000021,KBL_M_21.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",47.2,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.476634,-151.082099,10000021,KBL_m_21.0,60.476634,-151.082099,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,11:34:00,KENAI_WQX-10000022,KBL_T_22.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",80.4,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.483364,-151.057656,10000022,KBL_t_22.0,60.48336400000005,-151.057656,1902030218,Soldotna Creek,AK_R_2030218_007,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,11:25:00,KENAI_WQX-10000022,KBL_T_22.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",116,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.483364,-151.057656,10000022,KBL_t_22.0,60.48336400000005,-151.057656,1902030218,Soldotna Creek,AK_R_2030218_007,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:30:00,KENAI_WQX-10000016,KBL_M_10.1,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",14.1,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.539279,-151.142263,10000016,KBL_m_10.1,60.539278999999965,-151.142263,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:50:00,KENAI_WQX-10000017,KBL_M_12.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",19.5,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.533743,-151.099258,10000017,KBL_m_12.5,60.533742999999966,-151.099258,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,11:25:00,KENAI_WQX-10000018,KBL_M_18.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",17.8,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.502005,-151.106973,10000018,KBL_m_18.0,60.502004999999976,-151.106973,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,12:05:00,KENAI_WQX-10000020,KBL_T_19.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",28.6,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.482318,-151.127053,10000020,KBL_t_19.0,60.482317999999985,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,11:06:00,KENAI_WQX-10000023,KBL_M_23.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",16.299999999999997,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.480338,-151.030847,10000023,KBL_m_23.0,60.48033799999999,-151.030847,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,09:06:00,KENAI_WQX-10000024,KBL_T_30.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",39.6,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.489963,-150.860982,10000024,KBL_t_30.0,60.489963000000024,-150.860982,1902030217,Funny River,AK_R_2030217_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:13:00,KENAI_WQX-10000025,KBL_M_31.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",39.2,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.498284,-150.863121,10000025,KBL_m_31.0,60.498284,-150.863121,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,10:50:00,KENAI_WQX-10000026,KBL_T_36.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",39.1,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.53687,-150.754724,10000026,KBL_t_36.0,60.53686999999999,-150.754724,1902030216,Moose River,AK_R_2030216_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,09:34:00,KENAI_WQX-10000028,KBL_M_43.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",22.8,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.489844,-150.636905,10000028,KBL_m_43.0,60.48984399999997,-150.636905,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,08:57:00,KENAI_WQX-10000029,KBL_T_44.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",15.1,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.481518,-150.632498,10000029,KBL_t_44.0,60.481518000000015,-150.632498,1902030215,Killey River,AK_R_2030215_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,08:36:00,KENAI_WQX-10000424,KBL_T_79.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",21.2,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.489,-149.877,10000424,KBL_t_79.5,60.48900000000002,-149.877,1902030212,Kenai River,AK_R_2030212_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:10:00,KENAI_WQX-10000005,KBL_M_06.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.54081,-151.18278,10000005,KBL_m_06.5,60.54080999999999,-151.18278,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000008,KBL_T_00.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.550888,-151.268417,10000008,KBL_t_00.0,60.550887999999965,-151.268417,1902030218,Unnamed tibutary to Kenai River,AK_R_2030218_009,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:10:00,KENAI_WQX-10000016,KBL_M_10.1,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.539279,-151.142263,10000016,KBL_m_10.1,60.539278999999965,-151.142263,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:28:00,KENAI_WQX-10000017,KBL_M_12.5,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.533743,-151.099258,10000017,KBL_m_12.5,60.533742999999966,-151.099258,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:50:00,KENAI_WQX-10000018,KBL_M_18.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.502005,-151.106973,10000018,KBL_m_18.0,60.502004999999976,-151.106973,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:10:00,KENAI_WQX-10000021,KBL_M_21.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.476634,-151.082099,10000021,KBL_m_21.0,60.476634,-151.082099,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:43:00,KENAI_WQX-10000023,KBL_M_23.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.480338,-151.030847,10000023,KBL_m_23.0,60.48033799999999,-151.030847,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000024,KBL_T_30.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.489963,-150.860982,10000024,KBL_t_30.0,60.489963000000024,-150.860982,1902030217,Funny River,AK_R_2030217_001,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,10:50:00,KENAI_WQX-10000025,KBL_M_31.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.498284,-150.863121,10000025,KBL_m_31.0,60.498284,-150.863121,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,11:30:00,KENAI_WQX-10000026,KBL_T_36.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.53687,-150.754724,10000026,KBL_t_36.0,60.53686999999999,-150.754724,1902030216,Moose River,AK_R_2030216_002,River,Unknown
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-05-11,09:50:00,KENAI_WQX-10000027,KBL_M_40.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.515441,-150.702069,10000027,KBL_m_40.0,60.51544100000002,-150.702069,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:50:00,KENAI_WQX-10000027,KBL_M_40.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.515441,-150.702069,10000027,KBL_m_40.0,60.51544100000002,-150.702069,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:30:00,KENAI_WQX-10000028,KBL_M_43.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.489844,-150.636905,10000028,KBL_m_43.0,60.48984399999997,-150.636905,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
Characteristic is not listed in AK DEC data sufficiency table,KENAI_WQX,2021-07-27,09:14:00,KENAI_WQX-10000029,KBL_T_44.0,RIVER/STREAM,"TOTAL PHOSPHORUS, MIXED FORMS",20,UG/L,,0.15,"TOTAL PHOSPHORUS, MIXED FORMS_UNFILTERED_AS P_UG/L",UNFILTERED,60.481518,-150.632498,10000029,KBL_t_44.0,60.481518000000015,-150.632498,1902030215,Killey River,AK_R_2030215_002,River,Unknown
