AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Dec Use,DEC Use Description,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_1020709_011,Stikine River,RIVER/STREAM,River,AMMONIA,MG/L,,4,4,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,38,31,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,35,32,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,BARIUM,UG/L,DISSOLVED,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,HARDNESS,MG/L,,35,32,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,35,32,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,MANGANESE,UG/L,DISSOLVED,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,MERCURY,UG/L,DISSOLVED,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,MERCURY,UG/L,TOTAL RECOVERABLE,26,23,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,18,16,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,URANIUM,UG/L,DISSOLVED,36,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_011,Stikine River,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,32,29,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020709_012,Alpine Creek,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1020711_005,Hooligan Slough,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1021109_005,Neka River,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1021109_005,Neka River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1021212_003,Freds Creek,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030103_001,Antler River,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030103_001,Antler River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030105_003,Herbert River,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030105_003,Herbert River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,COBALT,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,HARDNESS,MG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,12,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,LEAD,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,10,5,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,SILVER,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,18,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030106_014,Jordan Creek,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,3,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030311_001,Chilkat River,RIVER/STREAM,River,AMMONIA,MG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030311_001,Chilkat River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,ALKALINITY,UG/L,,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,8,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,3,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,COBALT,UG/L,TOTAL,3,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,7,5,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,LEAD,UG/L,TOTAL,8,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,8,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,6,5,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,3,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,ANTIMONY,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,HARDNESS,MG/L,,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,MERCURY,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,URANIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_003,Glacier Creek,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,ALKALINITY,UG/L,,11,8,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,11,8,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,COBALT,UG/L,TOTAL,2,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,IRON,UG/L,TOTAL,8,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,LEAD,UG/L,TOTAL,8,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,11,8,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,9,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,2,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,BARIUM,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,HARDNESS,MG/L,,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,MANGANESE,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,MERCURY,UG/L,TOTAL RECOVERABLE,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,URANIUM,UG/L,DISSOLVED,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030312_006,Klehini River,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,4,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,RIVER/STREAM,River,AMMONIA,MG/L,,6,4,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,6,4,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,42,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,BARIUM,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,40,36,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,33,29,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,CHROMIUM,UG/L,DISSOLVED,4,4,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,36,32,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,HARDNESS,MG/L,,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,MANGANESE,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,MERCURY,UG/L,TOTAL RECOVERABLE,24,22,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,19,15,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,THALLIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,URANIUM,UG/L,DISSOLVED,39,35,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1030407_006,Taku River,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,37,33,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,BARIUM,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,BERYLLIUM,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,COBALT,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,COPPER,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,IRON,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,LEAD,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,LITHIUM,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,MANGANESE,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,MERCURY,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,MOLYBDENUM,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,NICKEL,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,SILVER,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040421_001,Alsek River,STREAM,River,ZINC,UG/L,TOTAL RECOVERABLE,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,RIVER/STREAM,River,AMMONIA,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,28,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_1040422_001,Alsek River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,27,26,5,,,,,,,,,,,,,,,,Hardness dependency not applicable.
