AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Minimum number of data points,Min_Num_Pts,Min_Data_Pass,Data_Sufficient
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,"TEMPERATURE, WATER",DEG C,96,3,Marine,,Water Supply,,,,,,No
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,No
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,20,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,20,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,20,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,20,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,4,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030108_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,4,3,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1030108_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,4,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1030108_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,4,3,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030108_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,4,3,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030108_002,Ocean,Marine,NICKEL,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,NICKEL,UG/L,10,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_002,Ocean,Marine,NICKEL,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030108_002,Ocean,Marine,PH,,20,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,PH,,20,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,PH,,20,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,PH,,20,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,"TEMPERATURE, WATER",DEG C,20,3,Marine,,Water Supply,,,,,,No
AK_M_1030108_002,Ocean,Marine,ZINC,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030108_002,Ocean,Marine,ZINC,UG/L,10,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030108_002,Ocean,Marine,ZINC,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030214_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030214_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030214_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030214_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030214_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030214_001,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030214_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1030214_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030214_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030214_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030305_003,Ocean,Marine,COPPER,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,COPPER,UG/L,38,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030305_003,Ocean,Marine,COPPER,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030305_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,76,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,76,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,76,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,76,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,89,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_1030305_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,89,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,89,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,89,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,89,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,NICKEL,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,NICKEL,UG/L,38,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030305_003,Ocean,Marine,NICKEL,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030305_003,Ocean,Marine,PH,,76,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,PH,,76,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,PH,,76,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,PH,,76,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,"TEMPERATURE, WATER",DEG C,76,3,Marine,,Water Supply,,,,,,No
AK_M_1030305_003,Ocean,Marine,ZINC,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030305_003,Ocean,Marine,ZINC,UG/L,38,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030305_003,Ocean,Marine,ZINC,UG/L,38,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030308_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030308_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030308_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030308_001,Ocean,Marine,PH,,16,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,PH,,16,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,PH,,16,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,PH,,16,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,16,3,Marine,,Water Supply,,,,,,No
AK_M_1030308_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030308_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030308_005,Ocean,Marine,COPPER,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,COPPER,UG/L,26,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_005,Ocean,Marine,COPPER,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030308_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,52,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,52,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,52,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,52,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,61,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_1030308_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,61,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,61,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,61,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,61,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,NICKEL,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,NICKEL,UG/L,26,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_005,Ocean,Marine,NICKEL,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030308_005,Ocean,Marine,PH,,52,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,PH,,52,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,PH,,52,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,PH,,52,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,"TEMPERATURE, WATER",DEG C,52,3,Marine,,Water Supply,,,,,,No
AK_M_1030308_005,Ocean,Marine,ZINC,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1030308_005,Ocean,Marine,ZINC,UG/L,26,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_005,Ocean,Marine,ZINC,UG/L,26,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1030308_007,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030308_007,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_007,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030308_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030308_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030308_007,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_007,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030308_007,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030308_007,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1030308_007,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
