AUID_ATTNS,Waterbody Type,Constituent Group,Use,Constituent,TADA.CharacteristicName,Fraction,n_Samples,n_SampDates,n_WaterYears,Data_Sufficient,Units,Directionality,Duration,Details,Exceed,Individual_Category,Overall_Category,Magnitude_Text
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Iron,IRON,Dissolved,34,31,4,Yes,ug/L,Maximum,96-hour average,NA,Yes,5,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Mercury,MERCURY,Total,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,No,2,5,2.4
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Mercury,MERCURY,Total,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Selenium,SELENIUM,Total Recoverable,NA,NA,NA,NA,ug/L,Maximum,1-hour average,"No value listed in table, where did 20 come from? EPA?",No,2,5,20
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Selenium,SELENIUM,Total Recoverable,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Dissolved Gas,Aquatic Life,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,mg/L,Minimum,Daily average,DO must be >7 in waters used by anadromous or resident fish,No,2,5,7
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,CADMIUM,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,COPPER,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,LEAD,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,MERCURY,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,NICKEL,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,SILVER,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,NA,Aquatic Life,NA,ZINC,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Cadmium,CADMIUM,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,Hardness dependent,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Cadmium,CADMIUM,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,Hardness dependent,Insufficient hardness,3,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Copper,COPPER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Copper,COPPER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Lead,LEAD,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Lead,LEAD,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Nickel,NICKEL,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Nickel,NICKEL,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Silver,SILVER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Zinc,ZINC,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1010601_009,Freshwater,Toxics,Aquatic Life,Zinc,ZINC,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Antimony,ANTIMONY,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Copper,COPPER,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Manganese,MANGANESE,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Mercury,MERCURY,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Nickel,NICKEL,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Selenium,SELENIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Thallium,THALLIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Human Health,Zinc,ZINC,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,NA,Human Health,NA,MANGANESE,Dissolved,34,31,4,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1010601_009,Freshwater,Dissolved Gas,Primary Contact Recreation,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,mg/L,Minimum,Daily average,NA,No,2,5,4
AK_R_1010601_009,Freshwater,pH,Primary Contact Recreation,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_R_1010601_009,Freshwater,pH,Primary Contact Recreation,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,6.5-8.5
AK_R_1010601_009,Freshwater,Dissolved Gas,Secondary Contact Recreation,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,NA,NA,NA,NA,mg/L,Minimum,Daily average,NA,No,2,2,4
AK_R_1010601_009,Freshwater,pH,Secondary Contact Recreation,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Secondary Contact Recreation,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_R_1010601_009,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,mg/L,Minimum,Daily average,NA,No,2,5,3
AK_R_1010601_009,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,mg/L,Minimum,Daily average,NA,No,2,5,7
AK_R_1010601_009,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,%,Maximum,Daily average,NA,No,2,5,110
AK_R_1010601_009,Freshwater streams and rivers,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,51,28,4,Yes,mg/L,Minimum,Daily average,Does not apply to lakes below thermocline or groundwater,No,2,5,4
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Chloride,CHLORIDE,NA,NA,NA,NA,NA,mg/L,Maximum,Daily average,Mean of most recent 3 years not to exceed,Yes,5,5,250
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Chloride,CHLORIDE,NA,NA,NA,NA,NA,mg/L,Maximum,Daily average,NA,Yes,5,5,250
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Sulfate,SULFATE,NA,34,31,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,250
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,32,29,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,32,29,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,32,29,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,500
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,93,31,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,93,31,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1010601_009,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,93,31,4,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,500
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,5.0-9.0
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,6.5-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,6.0-8.5
AK_R_1010601_009,Freshwater,pH,Water Supply,pH,PH,NA,77,31,4,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,5.0-9.0
AK_R_1010601_009,Freshwater,Sediment,Water Supply,Sediment,SEDIMENT,NA,56,19,4,Yes,mm,Maximum,Not to exceed,"For sprinker irrigation, water must be free of particles >.074mm",Yes,5,5,0.074
AK_R_1010601_009,Freshwater,Sediment,Water Supply,Sediment,SEDIMENT,NA,56,19,4,Yes,mg/L,Maximum,Daily average,Not to exceed for extended period of time,No,2,5,200
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Aluminum,ALUMINUM,Total Recoverable,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Antimony,ANTIMONY,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Arsenic,ARSENIC,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Barium,BARIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Beryllium,BERYLLIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Boron,BORON,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Cadmium,CADMIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Cobalt,COBALT,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Copper,COPPER,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Fluoride,FLUORIDE,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Iron,IRON,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Lead,LEAD,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Lithium,LITHIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Manganese,MANGANESE,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Mercury,MERCURY,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Molybdenum,MOLYBDENUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Nickel,NICKEL,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Nitrate,NITRATE,Dissolved,61,28,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Nitrite,NITRITE,Dissolved,62,28,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Selenium,SELENIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Thallium,THALLIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Uranium,URANIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Vanadium,VANADIUM,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1010601_009,Freshwater,Toxics,Water Supply,Zinc,ZINC,Dissolved,34,31,4,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Dissolved Gas,Aquatic Life,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Maximum,Daily average,NA,No,2,5,17
AK_R_1020709_011,Freshwater,Dissolved Gas,Aquatic Life,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,%,Maximum,Daily average,NA,No,2,5,110
AK_R_1020709_011,Freshwater,Dissolved Gas,Aquatic Life,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,NA,No,2,5,5
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Aquatic Life,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,29,27,5,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Aquatic Life,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,102,33,5,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1020709_011,Freshwater,pH,Aquatic Life,pH,PH,NA,161,34,5,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_R_1020709_011,Freshwater,pH,Aquatic Life,pH,PH,NA,161,34,5,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,6.5-8.5
AK_R_1020709_011,Freshwater,Sediment,Aquatic Life,Sediment,SEDIMENT,NA,99,30,5,Yes,NA,May not be increased by more than,Not to exceed,Too complicated for table?,Method not coded!,NA,5,NA
AK_R_1020709_011,Freshwater,Sediment,Aquatic Life,Sediment,SEDIMENT,NA,99,30,5,Yes,NA,Maximum,Not to exceed,Too complicated for table?,Method not coded!,NA,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Aluminum,ALUMINUM,Total Recoverable,36,33,5,Yes,ug/L,Maximum,1-hour average,NA,Yes,5,5,750
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Aluminum,ALUMINUM,Total Recoverable,36,33,5,Yes,ug/L,Maximum,96-hour average,NA,Yes,5,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Arsenic,ARSENIC,Dissolved,36,33,5,Yes,ug/L,Maximum,1-hour average,NA,No,2,5,340
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Arsenic,ARSENIC,Dissolved,36,33,5,Yes,ug/L,Maximum,96-hour average,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Chloride,CHLORIDE,Dissolved,36,33,5,Yes,ug/L,Maximum,1-hour average,Applies to dissolved chloride when associated with sodium,No,2,5,860000
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Chloride,CHLORIDE,Dissolved,36,33,5,Yes,ug/L,Maximum,96-hour average,Applies to dissolved chloride when associated with sodium,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Iron,IRON,Dissolved,35,32,5,Yes,ug/L,Maximum,96-hour average,NA,Yes,5,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Mercury,MERCURY,Total,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,No,2,5,2.4
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Mercury,MERCURY,Total,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Yes,5,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Selenium,SELENIUM,Total Recoverable,NA,NA,NA,NA,ug/L,Maximum,1-hour average,"No value listed in table, where did 20 come from? EPA?",No,2,5,20
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Selenium,SELENIUM,Total Recoverable,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Dissolved Gas,Aquatic Life,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,DO must be >7 in waters used by anadromous or resident fish,No,2,5,7
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,CADMIUM,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,COPPER,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,LEAD,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,MERCURY,Dissolved,34,31,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,NICKEL,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,SILVER,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,NA,Aquatic Life,NA,ZINC,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Cadmium,CADMIUM,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,Hardness dependent,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Cadmium,CADMIUM,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,Hardness dependent,Insufficient hardness,3,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Copper,COPPER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Copper,COPPER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Lead,LEAD,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Lead,LEAD,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Nickel,NICKEL,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Nickel,NICKEL,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Silver,SILVER,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Zinc,ZINC,Dissolved,NA,NA,NA,NA,ug/L,Maximum,1-hour average,NA,Insufficient hardness,3,5,See equation
AK_R_1020709_011,Freshwater,Toxics,Aquatic Life,Zinc,ZINC,Dissolved,NA,NA,NA,NA,ug/L,Maximum,96-hour average,NA,Insufficient hardness,3,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Antimony,ANTIMONY,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Copper,COPPER,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Manganese,MANGANESE,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,Yes,5,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Mercury,MERCURY,Dissolved,34,31,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Nickel,NICKEL,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Selenium,SELENIUM,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Thallium,THALLIUM,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,Toxics,Human Health,Zinc,ZINC,Dissolved,36,33,5,Yes,ug/L,Maximum,Arithmetic mean,NA,No,2,5,NA
AK_R_1020709_011,Freshwater,NA,Human Health,NA,MANGANESE,Dissolved,36,33,5,Yes,NA,NA,NA,NA,NA,NA,5,NA
AK_R_1020709_011,Freshwater,Dissolved Gas,Primary Contact Recreation,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,NA,No,2,5,4
AK_R_1020709_011,Freshwater,pH,Primary Contact Recreation,pH,PH,NA,161,34,5,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_R_1020709_011,Freshwater,pH,Primary Contact Recreation,pH,PH,NA,161,34,5,Yes,SU,Maximum,Daily maximum,NA,Yes,5,5,6.5-8.5
AK_R_1020709_011,Freshwater,Dissolved Gas,Secondary Contact Recreation,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,NA,NA,NA,NA,mg/L,Minimum,Daily average,NA,No,2,2,4
AK_R_1020709_011,Freshwater,pH,Secondary Contact Recreation,pH,PH,NA,161,34,5,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_R_1020709_011,Freshwater,pH,Secondary Contact Recreation,pH,PH,NA,161,34,5,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_R_1020709_011,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,NA,No,2,5,3
AK_R_1020709_011,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,NA,No,2,5,7
AK_R_1020709_011,Freshwater,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,%,Maximum,Daily average,NA,No,2,5,110
AK_R_1020709_011,Freshwater streams and rivers,Dissolved Gas,Water Supply,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,128,32,5,Yes,mg/L,Minimum,Daily average,Does not apply to lakes below thermocline or groundwater,No,2,5,4
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Water Supply,Chloride,CHLORIDE,NA,NA,NA,NA,NA,mg/L,Maximum,Daily average,Mean of most recent 3 years not to exceed,Yes,5,5,250
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Water Supply,Chloride,CHLORIDE,NA,NA,NA,NA,NA,mg/L,Maximum,Daily average,NA,Yes,5,5,250
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Water Supply,Sulfate,SULFATE,NA,36,33,5,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,250
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,29,27,5,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
AK_R_1020709_011,Freshwater,Dissolved Inorganic Substances,Water Supply,Total Dissolved Solids,TOTAL DISSOLVED SOLIDS,NA,29,27,5,Yes,mg/L,Maximum,Daily average,NA,Yes,5,5,1000
