Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source(s),Listing Methodology,Notes,AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed,Individual_Category,Use_Category
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,NA,NA,DISSOLVED OXYGEN (DO),NA,Secondary Contact Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2030108_006,Ocean,Marine,MG/L,NA,64,3,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,N/A,3,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,CFU/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2030108_006,Ocean,Marine,MPN/100ML,NA,49,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,NA,NA,DISSOLVED OXYGEN (DO),NA,Water Supply,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2030108_006,Ocean,Marine,MG/L,NA,64,3,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,N/A,3,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,43,MPN/100mL,Maximum,10% of samples,Water year average,Five-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,43,MPN/100mL,Maximum,10% of samples,Water year average,Five-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,49,MPN/100mL,Maximum,10% of samples,Water year average,Three-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,49,MPN/100mL,Maximum,10% of samples,Water year average,Three-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,14,CFU/100mL,Maximum,Not to exceed,Water year average,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,14,CFU/100mL,Maximum,Not to exceed,Water year average,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,20,2,20,Yes,No,No,Hardness dependency not applicable.,No,3,3
Marine,NA,NA,COPPER,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,10,2,10,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,COPPER,Dissolved,Aquatic Life,NA,Acute,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,5,2,5,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,COPPER,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,18,2,18,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,DISSOLVED OXYGEN (DO),NA,Aquatic Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,MG/L,NA,72,3,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,N/A,3,3
Marine,NA,NA,NICKEL,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,10,2,10,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,NICKEL,Dissolved,Aquatic Life,NA,Acute,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,5,2,5,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,NICKEL,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,18,2,18,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,ZINC,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,10,2,10,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,ZINC,Dissolved,Aquatic Life,NA,Acute,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,5,2,5,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,NA,NA,ZINC,Dissolved,Aquatic Life,NA,Chronic,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,UG/L,DISSOLVED,18,3,3,2 years,18,2,18,Yes,No,No,Hardness data not available to assess data sufficiency.,N/A,3,3
Marine,Bacteria,Enterococci,ENTEROCOCCUS,NA,Primary Contact Recreation,NA,NA,35,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,64,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Enterococci,ENTEROCOCCUS,NA,Primary Contact Recreation,NA,NA,130,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,64,15,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,NA,NA,DISSOLVED OXYGEN (DO),NA,Primary Contact Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,MG/L,NA,72,3,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,N/A,3,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,NA,NA,DISSOLVED OXYGEN (DO),NA,Secondary Contact Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_M_2040108_006,Ocean,Marine,MG/L,NA,72,3,3,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.,N/A,3,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,CFU/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_M_2040108_006,Ocean,Marine,MPN/100ML,NA,56,14,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,2
