ASSESSMENT_UNIT_ID,PARAM_NAME,PARAM_USE_NAME,PARAM_STATUS_NAME,PARAM_ATTAINMENT_CODE,PARAM_TREND,PARAM_COMMENT,PARAM_AGENCY_CODE,PARAM_POLLUTANT_INDICATOR,PARAM_YEAR_LISTED,PARAM_TARGET_TMDL_DATE,PARAM_EXPECTED_TO_ATTAIN,PARAM_PRIORITY_RANKING,PARAM_CONSENT_DECREE_CYCLE,PARAM_ALT_LISTING_ID,PARAM_ORG_QUALIFIER_FLAG,PARAM_DELISTING_REASON,PARAM_DELISTING_COMMENT,PARAM_DELISTING_AGENCY
AK_R_2030218_007,BARIUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,BERYLLIUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,COBALT,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,IRON,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,MANGANESE,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,MOLYBDENUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,NICKEL,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,SELENIUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,THALLIUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,VANADIUM,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2030218_007,TURBIDITY,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040102_002,ESCHERICHIA COLI,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040102_002,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040102_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040102_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040102_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,ESCHERICHIA COLI,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040103_003_004,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,TOTAL DISSOLVED SOLIDS,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,TURBIDITY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,COPPER,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,MERCURY,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,SELENIUM,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,ZINC,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,ESCHERICHIA COLI,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,TURBIDITY,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,TURBIDITY,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,DISSOLVED OXYGEN (DO),FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,PH,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,CADMIUM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,CADMIUM,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,COPPER,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,LEAD,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,LEAD,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,MERCURY,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,SELENIUM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,SELENIUM,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,ZINC,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_001,TOTAL DISSOLVED SOLIDS,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_001,TURBIDITY,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_002,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_002,TOTAL DISSOLVED SOLIDS,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_002,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_002,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040104_002_002,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,TURBIDITY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,COPPER,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,MERCURY,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,SELENIUM,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,ZINC,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,TURBIDITY,FRESHWATER / WATER RECREATION / CONTACT RECREATION,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,FECAL COLIFORM,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,TURBIDITY,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,FECAL COLIFORM,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,DISSOLVED OXYGEN (DO),FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,FRESHWATER / WATER SUPPLY / AQUACULTURE,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,PH,FRESHWATER / WATER SUPPLY / INDUSTRIAL,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,CADMIUM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,CADMIUM,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,COPPER,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,LEAD,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,LEAD,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,MERCURY,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,SELENIUM,FRESHWATER / WATER SUPPLY,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,SELENIUM,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040104_002_002,ZINC,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,TOTAL DISSOLVED SOLIDS,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040104_002_002,TURBIDITY,FRESHWATER / WATER SUPPLY,Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,DISSOLVED OXYGEN (DO),"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,PH,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,PH,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,MERCURY,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,SELENIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,ARSENIC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,IRON,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,TOTAL DISSOLVED SOLIDS,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,CADMIUM,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,COPPER,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
AK_R_2040106_001,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Observed effect,Not meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,LEAD,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,
AK_R_2040106_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",X,Not applicable,,,,,,,,,,,,,,
AK_R_2040106_001,ZINC,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",Insufficient Information,Not enough information,,,,,,,,,,,,,,
